"date","Q","swe"
2019-06-27,1690,5
2019-06-28,1710,3.4
2019-06-29,1920,1.4
2019-06-30,2130,0.1
2019-07-01,2390,0
2019-07-02,2430,0
2019-07-03,2110,0
2019-07-04,1800,0
2019-07-05,1630,0
2019-07-06,1550,0
2019-07-07,1390,0
2019-07-08,1350,0
2019-07-09,1420,0
2019-07-10,1330,0
2019-07-11,1300,0
2019-07-12,1300,0
2019-07-13,1270,0
2019-07-14,1200,0
2019-07-15,1210,0
2019-07-16,1200,0
2019-07-17,1080,0
2019-07-18,1030,0
2019-07-19,924,0
2019-07-20,838,0
2019-07-21,897,0
2019-07-22,906,0
2019-07-23,824,0
2019-07-24,806,0
2019-07-25,817,0
2019-07-26,754,0
2019-07-27,711,0
2019-07-28,759,0
2019-07-29,683,0
2019-07-30,646,0
2019-07-31,603,0
2019-08-01,570,0
2019-08-02,569,0
2019-08-03,537,0
2019-08-04,498,0
2019-08-05,506,0
2019-08-06,488,0
2019-08-07,457,0
2019-08-08,426,0
2019-08-09,411,0
2019-08-10,367,0
2019-08-11,366,0
2019-08-12,374,0
2019-08-13,339,0
2019-08-14,313,0
2019-08-15,299,0
2019-08-16,284,0
2019-08-17,276,0
2019-08-18,277,0
2019-08-19,214,0
2019-08-20,205,0
2019-08-21,208,0
2019-08-22,212,0
2019-08-23,212,0
2019-08-24,214,0
2019-08-25,205,0
2019-08-26,208,0
2019-08-27,208,0
2019-08-28,194,0
2019-08-29,182,0
2019-08-30,169,0
2019-08-31,173,0
2019-09-01,175,0
2019-09-02,157,0
2019-09-03,143,0
2019-09-04,174,0
2019-09-05,203,0
2019-09-06,193,0
2019-09-07,192,0
2019-09-08,173,0
2019-09-09,215,0
2019-09-10,213,0
2019-09-11,184,0
2019-09-12,181,0
2019-09-13,163,0
2019-09-14,130,0
2019-09-15,114,0
2019-09-16,108,0
2019-09-17,102,0
2019-09-18,77.5,0
2019-09-19,61.6,0
2019-09-20,62,0
2019-09-21,63.2,0
2019-09-22,63.6,0
2019-09-23,57,0
2019-09-24,45.2,0
2019-09-25,41.8,0
2019-09-26,32.9,0
2019-09-27,36.6,0
2019-09-28,43.3,0
2019-09-29,40,0
2019-09-30,32.8,0
2019-10-01,60.5,0
2019-10-02,67.4,0
2019-10-03,59,0
2019-10-04,56.9,0
2019-10-05,53.6,0
2019-10-06,48.4,0
2019-10-07,42.9,0
2019-10-08,44.3,0
2019-10-09,50.2,0
2019-10-10,59.2,0
2019-10-11,70.7,0.3
2019-10-12,78.6,0.4
2019-10-13,102,0.4
2019-10-14,96.9,0
2019-10-15,95.7,0
2019-10-16,88.9,0
2019-10-17,72.1,0
2019-10-18,71,0
2019-10-19,72.6,0.2
2019-10-20,73.9,0.5
2019-10-21,71.1,0.9
2019-10-22,62.7,1.1
2019-10-23,73.5,1.1
2019-10-24,79.1,1.9
2019-10-25,71.9,2
2019-10-26,101,2
2019-10-27,95.5,2
2019-10-28,93,2.1
2019-10-29,125,2.3
2019-10-30,134,2.5
2019-10-31,182,2.6
2019-11-01,103,2.7
2019-11-02,92.8,2.7
2019-11-03,97.5,2.7
2019-11-04,78.8,2.7
2019-11-05,74.5,2.6
2019-11-06,72.4,2.6
2019-11-07,71,2.6
2019-11-08,66.9,2.6
2019-11-09,67.3,2.6
2019-11-10,58.8,2.6
2019-11-11,60.3,2.6
2019-11-12,58.6,2.8
2019-11-13,64,2.8
2019-11-14,73.3,2.8
2019-11-15,55.8,2.8
2019-11-16,59.7,2.8
2019-11-17,51.2,3
2019-11-18,50,3.1
2019-11-19,52.3,3.1
2019-11-20,52.6,3.1
2019-11-21,57.6,3.4
2019-11-25,82,3.5
2019-11-26,91.5,3.7
2019-11-27,59.8,3.8
2019-11-28,52.9,4
2019-11-29,61.3,4
2019-11-30,24.7,4.3
2019-12-01,0,4
2019-12-02,0,4
2019-12-03,0,4.1
2019-12-04,0,4.1
2019-12-05,0,4.1
2019-12-06,0,4.8
2019-12-07,0,4.8
2019-12-08,0,4.8
2019-12-09,0,5.3
2019-12-10,0,5.3
2019-12-11,0,5.3
2019-12-12,0,5.3
2019-12-13,0,5.5
2019-12-14,0,5.7
2019-12-15,0,6.7
2019-12-16,0,6.7
2019-12-17,0,6.7
2019-12-18,0,6.7
2019-12-19,0,6.7
2019-12-20,0,6.7
2019-12-21,0,6.8
2019-12-22,0,6.8
2019-12-23,0,6.8
2019-12-24,0,6.8
2019-12-25,0,6.8
2019-12-26,0,7.2
2019-12-27,0,7.2
2019-12-28,0,7.3
2019-12-29,0,7.7
2019-12-30,0,7.7
2019-12-31,0,7.7
2020-01-01,0,7.8
2020-01-02,0,8.1
2020-01-03,0,8.1
2020-01-04,0,8.1
2020-01-05,0,8.1
2020-01-06,0,8.2
2020-01-07,0,8.2
2020-01-08,0,8.2
2020-01-09,0,8.2
2020-01-10,0,8.3
2020-01-11,0,8.4
2020-01-12,0,8.5
2020-01-13,0,8.5
2020-01-14,0,8.6
2020-01-15,0,8.7
2020-01-16,0,8.8
2020-01-17,0,8.9
2020-01-18,0,9
2020-01-19,0,9
2020-01-20,0,9
2020-01-21,0,9
2020-01-22,0,9.1
2020-01-23,0,9.1
2020-01-24,0,9.2
2020-01-25,0,9.4
2020-01-26,0,9.4
2020-01-27,0,9.4
2020-01-28,0,9.7
2020-01-29,0,9.7
2020-01-30,0,9.8
2020-01-31,0,10.3
2020-02-01,0,10.3
2020-02-02,0,10.5
2020-02-03,0,10.5
2020-02-04,0,11
2020-02-05,0,11.1
2020-02-06,0,11.2
2020-02-07,0,12.4
2020-02-08,0,13.9
2020-02-09,0,14.2
2020-02-10,0,14.5
2020-02-11,0,14.7
2020-02-12,0,14.7
2020-02-13,0,14.9
2020-02-14,0,15
2020-02-15,0,15
2020-02-16,0,15
2020-02-17,0,16.1
2020-02-18,0,16.6
2020-02-19,0,16.6
2020-02-20,0,16.6
2020-02-21,0,16.6
2020-02-22,0,16.7
2020-02-23,0,16.8
2020-02-24,0,17
2020-02-25,0,17.4
2020-02-26,0,17.7
2020-02-27,0,18
2020-02-28,0,18
2020-02-29,0,18.1
2020-03-01,0,18.1
2020-03-02,0,18.3
2020-03-03,0,18.4
2020-03-04,36.5,18.4
2020-03-05,52.9,18.4
2020-03-06,49.9,18.5
2020-03-07,47.8,18.5
2020-03-08,48.7,18.5
2020-03-09,63.5,18.7
2020-03-10,57,18.7
2020-03-11,49,19
2020-03-12,55.1,19.3
2020-03-13,53.9,19.6
2020-03-14,47.5,19.6
2020-03-15,47,19.6
2020-03-16,45.9,19.6
2020-03-17,58.4,19.6
2020-03-18,61.9,19.6
2020-03-19,78.4,19.7
2020-03-20,69.6,20.3
2020-03-21,50.6,20.8
2020-03-22,70.4,21
2020-03-23,60.9,21.1
2020-03-24,59.9,21.6
2020-03-25,64.2,21.8
2020-03-26,68.4,21.8
2020-03-27,68.1,21.8
2020-03-28,63.5,22.2
2020-03-29,58.9,22.2
2020-03-30,57.6,22.2
2020-03-31,62,22.2
2020-04-01,78.5,22.2
2020-04-02,73.6,22.2
2020-04-03,67.6,22.4
2020-04-04,61,22.6
2020-04-05,64.9,22.6
2020-04-06,63.2,22.5
2020-04-07,62.1,22.4
2020-04-08,67.5,22.4
2020-04-09,78.5,22.4
2020-04-10,88.8,21.6
2020-04-11,99.1,21.1
2020-04-12,110,20.9
2020-04-13,105,21.3
2020-04-14,79.9,21.6
2020-04-15,102,21.7
2020-04-16,131,22.2
2020-04-17,78.4,23.4
2020-04-18,140,23.4
2020-04-19,144,23.8
2020-04-20,182,24
2020-04-21,181,24
2020-04-22,163,24
2020-04-23,161,24.1
2020-04-24,167,24.4
2020-04-25,169,24.9
2020-04-26,200,25.2
2020-04-27,162,25.3
2020-04-28,144,25.3
2020-04-29,175,25.2
2020-04-30,122,24.9
2020-05-01,182,24.3
2020-05-02,253,23.5
2020-05-03,320,23.2
2020-05-04,354,23
2020-05-05,286,23.1
2020-05-06,223,23
2020-05-07,191,22.6
2020-05-08,171,22.1
2020-05-09,167,21.4
2020-05-10,272,21.2
2020-05-11,348,20.5
2020-05-12,452,20.3
2020-05-13,539,19.7
2020-05-14,586,18.9
2020-05-15,614,19
2020-05-16,752,19.3
2020-05-17,800,18.8
2020-05-18,981,17.8
2020-05-19,1290,16.8
2020-05-20,1500,15.7
2020-05-21,1700,15.3
2020-05-22,1450,14.5
2020-05-23,1440,13.6
2020-05-24,1390,13
2020-05-25,1200,13.5
2020-05-26,1040,13.9
2020-05-27,1090,12.6
2020-05-28,1230,12.1
2020-05-29,1490,11.1
2020-05-30,1850,9.5
2020-05-31,2160,8.5
2020-06-01,2500,7.5
2020-06-02,2430,6.4
2020-06-03,2040,5.3
2020-06-04,2020,4.3
2020-06-05,1950,1.8
2020-06-06,2050,0
2020-06-07,2040,0
2020-06-08,1860,0
2020-06-09,1670,0.8
2020-06-10,1370,1.4
2020-06-11,1300,0.9
2020-06-12,1140,0.1
2020-06-13,1260,0
2020-06-14,1480,0
2020-06-15,1490,0
2020-06-16,1340,0
2020-06-17,1300,0
2020-06-18,1290,0
2020-06-19,1270,0
2020-06-20,1190,0
2020-06-21,1010,0
2020-06-22,995,0
2020-06-23,1010,0
2020-06-24,965,0
2020-06-25,951,0
2020-06-26,917,0
2020-06-27,879,0
2020-06-28,849,0
2020-06-29,807,0
2020-06-30,719,0
2020-07-01,656,0
2020-07-02,592,0
2020-07-03,566,0
2020-07-04,561,0
2020-07-05,623,0
2020-07-06,587,0
2020-07-07,564,0
2020-07-08,574,0
2020-07-09,529,0
2020-07-10,504,0
2020-07-11,404,0
2020-07-12,386,0
2020-07-13,379,0
2020-07-14,393,0
2020-07-15,392,0
2020-07-16,357,0
2020-07-17,310,0
2020-07-18,267,0
2020-07-19,241,0
2020-07-20,232,0
2020-07-21,221,0
2020-07-22,186,0
2020-07-23,180,0
2020-07-24,158,0
2020-07-25,140,0
2020-07-26,128,0
2020-07-27,113,0
2020-07-28,113,0
2020-07-29,126,0
2020-07-30,118,0
2020-07-31,104,0
2020-08-01,89.2,0
2020-08-02,114,0
2020-08-03,134,0
2020-08-04,138,0
2020-08-05,139,0
2020-08-06,111,0
2020-08-07,74.1,0
2020-08-08,41.2,0
2020-08-09,57.5,0
2020-08-10,75.2,0
2020-08-11,85.6,0
2020-08-12,92.6,0
2020-08-13,71.4,0
2020-08-14,83.1,0
2020-08-15,75.6,0
2020-08-16,60.3,0
2020-08-17,63.1,0
2020-08-18,82.3,0
2020-08-19,127,0
2020-08-20,141,0
2020-08-21,145,0
2020-08-22,143,0
2020-08-23,135,0
2020-08-24,156,0
2020-08-25,154,0
2020-08-26,144,0
2020-08-27,127,0
2020-08-28,122,0
2020-08-29,127,0
2020-08-30,128,0
2020-08-31,119,0
2020-09-01,113,0
2020-09-02,108,0
2020-09-03,84.9,0
2020-09-04,39.6,0
2020-09-05,28.8,0
2020-09-06,20.6,0
2020-09-07,16.8,0
2020-09-08,36.1,0
2020-09-09,60.3,0.3
2020-09-10,76.3,0.4
2020-09-11,88.3,0.6
2020-09-12,98.8,0.7
2020-09-13,78.5,0.1
2020-09-14,69,0.1
2020-09-15,39.2,0.1
2020-09-16,26.9,0
2020-09-17,26.6,0
2020-09-18,18.6,0
2020-09-19,16.3,0
2020-09-20,25.7,0
2020-09-21,34.4,0
2020-09-22,54.8,0
2020-09-23,50.9,0
2020-09-24,45.5,0
2020-09-25,49.3,0
2020-09-26,55.2,0
2020-09-27,52.1,0
2020-09-28,61.2,0
2020-09-29,52.3,0
2020-09-30,45.3,0
2020-10-01,40.3,0
2020-10-02,34.1,0
2020-10-03,32.2,0
2020-10-04,31,0
2020-10-05,33.3,0
2020-10-06,28.1,0
2020-10-07,29,0
2020-10-08,32,0
2020-10-09,32.3,0
2020-10-10,26,0
2020-10-11,19.9,0
2020-10-12,27.9,0.2
2020-10-13,24.4,0
2020-10-14,41.5,0
2020-10-15,37.6,0
2020-10-16,42.1,0
2020-10-17,37.3,0
2020-10-18,42.9,0
2020-10-19,44.4,0
2020-10-20,37.8,0
2020-10-21,35.8,0
2020-10-22,46.4,0
2020-10-23,64.7,0
2020-10-24,71.8,0
2020-10-25,135,0.3
2020-10-26,111,1.5
2020-10-27,88.8,1.6
2020-10-28,70.8,1.8
2020-10-29,91.5,1.8
2020-10-30,85.6,1.8
2020-10-31,78.2,1.8
2020-11-01,59.9,1.8
2020-11-02,55.6,1.8
2020-11-03,47.5,1.8
2020-11-04,57.6,1.8
2020-11-05,74.3,1.8
2020-11-06,88.2,1.7
2020-11-07,80,1.6
2020-11-08,74.5,1.6
2020-11-09,71.3,2.2
2020-11-10,64.7,2.4
2020-11-11,40.8,2.7
2020-11-12,41.4,2.9
2020-11-13,40.3,3.1
2020-11-14,32.7,3.2
2020-11-15,57.2,3.7
2020-11-16,32.3,3.8
2020-11-17,46.5,3.8
2020-11-18,50.6,3.8
2020-11-19,44.7,3.8
2020-11-20,42.4,3.8
2020-11-21,37.9,3.8
2020-11-22,23.2,3.8
2020-11-23,11.9,3.8
2020-11-24,60.2,4.2
2020-11-25,43.8,4.3
2020-11-26,30.4,4.3
2020-11-27,39.5,4.4
2020-11-28,28.4,4.5
2020-11-29,24.8,4.5
2020-11-30,34.5,4.5
2020-12-01,26.5,4.5
2020-12-02,39,5
2020-12-03,28.6,5
2020-12-04,38.3,5
2020-12-05,33.4,5.1
2020-12-06,38.9,5.1
2020-12-07,42.7,5.1
2020-12-08,34.2,5.1
2021-03-03,43.4,14.6
2021-03-04,39.5,14.6
2021-03-05,40.9,15
2021-03-06,37.6,15
2021-03-07,26.9,15
2021-03-08,29,15
2021-03-09,43.1,15
2021-03-10,59.9,15.1
2021-03-11,47,15.1
2021-03-12,48.4,15.1
2021-03-13,52.1,15.1
2021-03-14,68.4,15.8
2021-03-15,117,17.6
2021-03-16,76.5,17.8
2021-03-17,118,18.1
2021-03-18,78.5,18.1
2021-03-19,69.2,18.1
2021-03-20,76.1,18.2
2021-03-21,91.5,18.4
2021-03-22,84.8,18.7
2021-03-23,95.1,18.8
2021-03-24,99.5,19
2021-03-25,92.1,19
2021-03-26,86.2,19
2021-03-27,80.2,19.4
2021-03-28,83.9,19.5
2021-03-29,107,19.5
2021-03-30,153,19.5
2021-03-31,153,19.5
2021-04-01,92.2,19.5
2021-04-02,46.7,19.5
2021-04-03,61.7,19.4
2021-04-04,89.4,19.4
2021-04-05,113,19.2
2021-04-06,158,18.8
2021-04-07,130,18.3
2021-04-08,133,19.2
2021-04-09,93.5,19.1
2021-04-10,67.5,19.3
2021-04-11,81.2,19.3
2021-04-12,68.1,19.2
2021-04-13,66.6,19.1
2021-04-14,64.8,19.3
2021-04-15,66.7,19.5
2021-04-16,77.1,19.8
2021-04-17,76.7,20
2021-04-18,74.3,20
2021-04-19,80.4,20.1
2021-04-20,79.4,20.4
2021-04-21,83.5,20.6
2021-04-22,159,21.1
2021-04-23,234,21.4
2021-04-24,228,21.7
2021-04-25,255,21.7
2021-04-26,332,21.7
2021-04-27,263,21.8
2021-04-28,408,23
2021-04-29,560,23
2021-04-30,753,23
2021-05-01,1070,22.6
2021-05-02,1210,21.9
2021-05-03,1410,21.8
2021-05-04,1440,22.4
2021-05-05,1450,22.6
2021-05-06,1350,23
2021-05-07,1370,22.8
2021-05-08,1490,22.5
2021-05-09,1590,22.1
2021-05-10,1370,22
2021-05-11,1240,22.4
2021-05-12,1130,22.7
2021-05-13,1150,22.8
2021-05-14,1050,22.8
2021-05-15,1170,22.7
2021-05-16,1270,22.4
2021-05-17,1390,22.1
2021-05-18,1450,22
2021-05-19,1830,21.1
2021-05-20,1660,20.4
2021-05-21,1860,19.4
2021-05-22,1810,18.6
2021-05-23,2690,17.9
2021-05-24,2200,17.4
2021-05-25,1940,16.8
2021-05-26,1890,15.5
2021-05-27,1720,14.6
2021-05-28,1760,14
2021-05-29,1710,12.7
2021-05-30,1670,12.1
2021-05-31,1560,12
2021-06-01,1600,11.7
2021-06-02,1550,10.6
2021-06-03,1590,9.4
2021-06-04,1790,8.2
2021-06-05,2060,6.5
2021-06-06,2210,5.5
2021-06-07,2380,3.8
2021-06-08,2400,2.7
2021-06-09,2240,0.9
2021-06-10,2030,0.2
2021-06-11,1870,0
2021-06-12,1610,0
2021-06-13,1510,0
2021-06-14,1500,0
2021-06-15,1580,0
2021-06-16,1670,0
2021-06-17,1460,0
2021-06-18,1350,0
2021-06-19,1230,0
2021-06-20,1240,0
2021-06-21,1120,0
2021-06-22,1030,0
2021-06-23,940,0
2021-06-24,867,0
2021-06-25,920,0
2021-06-26,989,0
2021-06-27,910,0
2021-06-28,839,0
2021-06-29,747,0
2021-06-30,685,0
2021-07-01,829,0
2021-07-02,780,0
2021-07-03,793,0
2021-07-04,739,0
2021-07-05,748,0
2021-07-06,865,0
2021-07-07,734,0
2021-07-08,605,0
2021-07-09,534,0
2021-07-10,498,0
2021-07-11,453,0
2021-07-12,424,0
2021-07-13,422,0
2021-07-14,393,0
2021-07-15,372,0
2021-07-16,322,0
2021-07-17,288,0
2021-07-18,279,0
2021-07-19,265,0
2021-07-20,247,0
2021-07-21,614,0
2021-07-23,304,0
2021-07-24,296,0
2021-07-25,309,0
2021-07-26,315,0
2021-07-27,287,0
2021-07-28,267,0
2021-07-29,275,0
2021-07-30,254,0
2021-07-31,406,0
2021-08-01,502,0
2021-08-02,403,0
2021-08-03,556,0
2021-08-04,833,0
2021-08-05,577,0
2021-08-06,458,0
2021-08-07,602,0
2021-08-08,590,0
2021-08-09,532,0
2021-08-10,502,0
2021-08-11,410,0
2021-08-12,361,0
2021-08-13,314,0
2021-08-14,299,0
2021-08-15,332,0
2021-08-16,345,0
2021-08-17,346,0
2021-08-18,330,0
2021-08-19,318,0
2021-08-20,290,0
2021-08-21,291,0
2021-08-22,354,0
2021-08-23,319,0
2021-08-24,292,0
2021-08-25,277,0
2021-08-26,226,0
2021-08-27,210,0
2021-08-28,204,0
2021-08-29,216,0
2021-08-30,214,0
2021-08-31,199,0
2021-09-01,172,0
2021-09-02,178,0
2021-09-03,194,0
2021-09-04,207,0
2021-09-05,187,0
2021-09-06,173,0
2021-09-07,164,0
2021-09-08,157,0
2021-09-09,137,0
2021-09-10,129,0
2021-09-11,114,0
2021-09-12,116,0
2021-09-13,119,0
2021-09-14,115,0
2021-09-15,112,0
2021-09-16,104,0
2021-09-17,96.3,0
2021-09-18,94.7,0
2021-09-19,67.9,0
2021-09-20,81.2,0
2021-09-21,90.4,0
2021-09-22,83,0
2021-09-23,77.7,0
2021-09-24,77.2,0
2021-09-25,72,0
2021-09-26,69.3,0
2021-09-27,62.7,0
2021-09-28,61.6,0
2021-09-29,65.9,0
2021-09-30,89,0
2021-10-01,83.1,0
2021-10-02,72.3,0
2021-10-03,65.1,0
2021-10-04,58.1,0
2021-10-05,56.2,0
2021-10-06,56.1,0
2021-10-07,68.7,0
2021-10-08,69.3,0.2
2021-10-09,64.4,0.2
2021-10-10,80.5,0.3
2021-10-11,84.9,0.2
2021-10-12,89.9,0.2
2021-10-13,104,1.2
2021-10-14,101,1.3
2021-10-15,102,1.6
2021-10-16,82.4,1.6
2021-10-17,80.8,1.6
2021-10-18,85,1.4
2021-10-19,89.1,1.4
2021-10-20,88.1,1.4
2021-10-21,75.7,1.5
2021-10-22,75.4,1.5
2021-10-23,74.6,1.4
2021-10-24,75.9,1.4
2021-10-25,76.1,1.4
2021-10-26,79.3,0.9
2021-10-27,87.8,1.9
2021-10-28,87.6,1.7
2021-10-29,85.7,1.7
2021-10-30,91.8,1.7
2021-10-31,96.9,1.6
2021-11-01,103,1.8
2021-11-02,92.7,2.2
2021-11-03,93.1,3.1
2021-11-04,97.3,3
2021-11-05,87.3,3.1
2021-11-06,85,3
2021-11-07,81.4,3
2021-11-08,82.6,3
2021-11-09,80,2.9
2021-11-10,78.4,2.9
2021-11-11,72.1,2.9
2021-11-12,54.3,3.3
2021-11-13,60.8,3.3
2021-11-14,78.4,3.3
2021-11-15,73.7,3.3
2021-11-16,71.7,3.2
2021-11-17,70.3,3.3
2021-11-18,56.6,3.4
2021-11-19,48.5,3.5
2021-11-20,81.3,3.5
2021-11-21,70.9,4
2021-11-22,58.9,4
2021-11-23,67.7,4
2021-11-24,66.5,4
2021-11-25,58,4.1
2021-11-26,42.9,4.3
2021-11-27,77.2,4.3
2021-11-28,70.6,4.3
2021-11-29,70.6,4.3
2021-11-30,61.6,4.3
2021-12-01,59.6,4.3
2021-12-02,58.6,4.3
2021-12-03,59.7,4.3
2021-12-04,59.5,4.2
2021-12-05,63.8,4.2
2021-12-06,57.7,4.2
2021-12-07,78.6,4.3
2021-12-08,64.8,4.3
2021-12-09,60,4.3
2021-12-10,64.9,4.8
2021-12-11,66,5.1
2021-12-12,23.9,5.3
2021-12-13,39.4,5.2
2021-12-14,65.6,5.2
2021-12-15,75.6,5.2
2021-12-16,48.3,5.4
2021-12-17,40.9,5.6
2021-12-18,48.2,5.6
2021-12-19,68.1,5.6
2021-12-20,82.1,5.6
2021-12-21,89.3,5.6
2021-12-22,81.4,5.5
2021-12-23,78.4,5.5
2021-12-24,70.6,6.3
2021-12-25,61.4,7.8
2021-12-26,87.9,7.9
2021-12-27,134,8.2
2021-12-28,57.1,8.5
2021-12-29,37.3,8.7
2021-12-30,44.6,9
2021-12-31,48.9,9.4
2022-01-01,52.6,10.1
2022-01-02,52.6,10
2022-01-03,53.1,10.2
2022-01-04,31.2,10.3
2022-01-05,0,10.5
2022-01-06,0,12
2022-01-07,0,13
2022-01-08,0,13.1
2022-01-09,0,13.5
2022-01-10,0,13.6
2022-01-11,0,13.7
2022-01-12,0,13.7
2022-01-13,0,13.6
2022-01-14,0,13.7
2022-01-15,0,14
2022-01-16,0,14.1
2022-01-17,0,14.1
2022-01-18,0,14.1
2022-01-19,0,14
2022-01-20,0,14
2022-01-21,0,14.2
2022-01-22,0,14.3
2022-01-23,0,14.3
2022-01-24,0,14.4
2022-01-25,0,14.4
2022-01-26,0,14.5
2022-01-27,0,14.6
2022-01-28,0,14.6
2022-01-29,0,14.7
2022-01-30,0,14.7
2022-01-31,0,14.8
2022-02-01,0,14.7
2022-02-02,0,14.8
2022-02-03,0,14.6
2022-02-04,0,14.6
2022-02-05,0,14.9
2022-02-06,0,14.9
2022-02-07,0,14.9
2022-02-08,0,15.1
2022-02-09,0,15.1
2022-02-10,0,15.1
2022-02-11,0,15.2
2022-02-12,0,15.2
2022-02-13,0,15.4
2022-02-14,0,15.5
2022-02-15,0,15.6
2022-02-16,0,15.6
2022-02-17,0,15.6
2022-02-18,0,16
2022-02-19,0,16.1
2022-02-20,0,16.2
2022-02-21,0,16.2
2022-02-22,0,16.1
2022-02-23,0,16.3
2022-02-24,0,16.6
2022-02-25,0,16.5
2022-02-26,0,16.7
2022-02-27,0,16.6
2022-02-28,0,16.8
2022-03-01,0,16.8
2022-03-02,0,16.9
2022-03-03,45.7,16.8
2022-03-04,77.3,16.9
2022-03-05,81.7,17.2
2022-03-06,71.3,17.5
2022-03-07,76.8,17.4
2022-03-08,55.2,17.6
2022-03-09,78.7,17.8
2022-03-10,74.7,18.2
2022-03-11,55.8,18
2022-03-12,73,18.2
2022-03-13,72.3,18.4
2022-03-14,61.1,18.5
2022-03-15,61.9,18.6
2022-03-16,66.5,18.8
2022-03-17,65.4,19
2022-03-18,51.4,19.1
2022-03-19,53.6,19.2
2022-03-20,62.2,19.3
2022-03-21,60.3,19.2
2022-03-22,57,19.2
2022-03-23,53.4,19.5
2022-03-24,62.3,19.6
2022-03-25,68.6,19.6
2022-03-26,75.4,19.6
2022-03-27,92.4,18.1
2022-03-28,113,17.3
2022-03-29,119,17.8
2022-03-30,122,18.4
2022-03-31,107,18.7
2022-04-01,106,18.9
2022-04-02,102,19.2
2022-04-03,104,19.2
2022-04-04,108,19.5
2022-04-05,113,19.6
2022-04-06,108,19.6
2022-04-07,95.1,19.6
2022-04-08,119,19.6
2022-04-09,129,19.8
2022-04-10,149,20.2
2022-04-11,136,20.2
2022-04-12,155,20.9
2022-04-13,117,21.5
2022-04-14,101,21.5
2022-04-15,119,21.8
2022-04-16,117,21.6
2022-04-17,113,21.9
2022-04-18,110,23.2
2022-04-19,117,23.4
2022-04-20,157,23
2022-04-21,201,23
2022-04-22,224,22.8
2022-04-23,261,22.8
2022-04-24,207,22.7
2022-04-25,205,22.9
2022-04-26,217,22.9
2022-04-27,261,23
2022-04-28,344,22.8
2022-04-29,301,22.8
2022-04-30,292,22.8
2022-05-01,286,23.2
2022-05-02,293,23.4
2022-05-03,212,23.4
2022-05-04,259,23.8
2022-05-05,219,24.6
2022-05-06,228,24.6
2022-05-07,460,24.3
2022-05-08,743,24.5
2022-05-09,675,24.9
2022-05-10,607,24.9
2022-05-11,1100,24
2022-05-12,1400,23.1
2022-05-13,1130,22.6
2022-05-14,1240,22
2022-05-15,1470,21
2022-05-16,1850,20
2022-05-17,1740,19.3
2022-05-18,1860,18.6
2022-05-19,2130,17.4
2022-05-20,1940,16.5
2022-05-21,1390,17.5
2022-05-22,1170,17.7
2022-05-23,1120,17.9
2022-05-24,1050,18.3
2022-05-25,970,18.9
2022-05-26,1060,18.6
2022-05-27,1170,18
2022-05-28,1230,17.7
2022-05-29,1340,17.3
2022-05-30,1220,17.7
2022-05-31,1050,17.6
2022-06-01,1050,17.9
2022-06-02,1090,17.5
2022-06-03,1170,16.5
2022-06-04,1130,15.8
2022-06-05,1300,14.8
2022-06-06,1580,14
2022-06-07,1840,13.6
2022-06-08,1790,12.4
2022-06-09,1800,11.1
2022-06-10,2160,9.2
2022-06-11,2290,6.8
2022-06-12,2630,4.1
2022-06-13,2320,2
2022-06-14,2100,0.3
2022-06-15,1620,0
2022-06-16,1320,0
2022-06-17,1420,0
2022-06-18,1780,0
2022-06-19,1640,0
2022-06-20,1470,0
2022-06-21,1320,0
2022-06-22,1350,0
2022-06-23,1310,0
2022-06-24,1170,0
2022-06-25,1190,0
2022-06-26,1080,0
2022-06-27,1100,0
2022-06-28,1010,0
2022-06-29,952,0
2022-06-30,923,0
2022-07-01,935,0
2022-07-02,881,0
2022-07-03,824,0
2022-07-04,895,0
2022-07-05,874,0
2022-07-06,947,0
2022-07-07,814,0
2022-07-08,738,0
2022-07-09,660,0
2022-07-10,615,0
2022-07-11,573,0
2022-07-12,517,0
2022-07-13,488,0
2022-07-14,468,0
2022-07-15,465,0
2022-07-16,645,0
2022-07-17,534,0
2022-07-18,463,0
2022-07-19,407,0
2022-07-20,399,0
2022-07-21,380,0
2022-07-22,345,0
2022-07-23,347,0
2022-07-24,388,0
2022-07-25,388,0
2022-07-26,360,0
2022-07-27,323,0
2022-07-28,352,0
2022-07-29,378,0
2022-07-30,296,0
2022-07-31,281,0
2022-08-01,280,0
2022-08-02,264,0
2022-08-03,249,0
2022-08-04,241,0
2022-08-05,217,0
2022-08-06,277,0
2022-08-07,257,0
2022-08-08,227,0
2022-08-09,202,0
2022-08-10,198,0
2022-08-11,213,0
2022-08-12,227,0
2022-08-13,229,0
2022-08-14,290,0
2022-08-15,301,0
2022-08-16,430,0
2022-08-17,369,0
2022-08-18,371,0
2022-08-19,330,0
2022-08-20,319,0
2022-08-21,316,0
2022-08-22,360,0
2022-08-23,290,0
2022-08-24,285,0
2022-08-25,261,0
2022-08-26,236,0
2022-08-27,251,0
2022-08-28,242,0
2022-08-29,225,0
2022-08-30,213,0
2022-08-31,185,0
2022-09-01,167,0
2022-09-02,140,0
2022-09-03,140,0
2022-09-04,151,0
2022-09-05,133,0
2022-09-06,129,0
2022-09-07,129,0
2022-09-08,124,0
2022-09-09,122,0
2022-09-10,126,0
2022-09-11,92.7,0
2022-09-12,77.5,0
2022-09-13,53.4,0
2022-09-14,42.7,0
2022-09-15,70.4,0
2022-09-16,85.3,0
